id,category_id,name,item_variant,description,value_good,value_very_good,value_excellent,source_reference,date_of_valuation,search_keywords,original_description
312,6,Girl's Shorts,Carpenter,Girl's Shorts: Carpenter,4.66,5.66,6.65,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's shorts carpenter,Girl's Shorts: Carpenter
313,6,Girl's Shorts,Chinos/Khakis,Girl's Shorts: Chinos/Khakis,4.82,5.86,6.89,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's shorts chinos/khakis,Girl's Shorts: Chinos/Khakis
314,6,Girl's Shorts,Jeans/Denim,Girl's Shorts: Jeans/Denim,4.87,5.91,6.95,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's shorts jeans/denim,Girl's Shorts: Jeans/Denim
315,6,Girl's Shorts,Nylon/Athletic,Girl's Shorts: Nylon/Athletic,6.0,7.29,8.57,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's shorts nylon/athletic,Girl's Shorts: Nylon/Athletic
316,6,Girl's Skirt,Full-Length,Girl's Skirt: Full-Length,5.87,7.13,8.39,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's skirt full length,Girl's Skirt: Full-Length
317,6,Girl's Skirt,Knee-Length,Girl's Skirt: Knee-Length,5.76,7.0,8.23,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's skirt knee length,Girl's Skirt: Knee-Length
318,6,Girl's Skirt,Mini,Girl's Skirt: Mini,5.93,7.2,8.47,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's skirt mini,Girl's Skirt: Mini
319,6,Girl's Skirt,Skorts,Girl's Skirt: Skorts,5.16,6.27,7.37,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's skirt skorts,Girl's Skirt: Skorts
320,6,Girl's Sweater,Cardigan,Girl's Sweater: Cardigan,6.25,7.59,8.93,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's sweater cardigan,Girl's Sweater: Cardigan
321,6,Girl's Sweater,Pullover,Girl's Sweater: Pullover,6.32,7.68,9.03,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's sweater pullover,Girl's Sweater: Pullover
322,6,Girl's Sweater,Vest,Girl's Sweater: Vest,5.64,6.85,8.05,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's sweater vest,Girl's Sweater: Vest
323,6,Girl's Swimwear,Cover Up,Girl's Swimwear: Cover Up,5.73,6.96,8.19,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's swimwear cover up,Girl's Swimwear: Cover Up
324,6,Girl's Swimwear,One-Piece,Girl's Swimwear: One-Piece,5.99,7.28,8.56,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's swimwear one piece,Girl's Swimwear: One-Piece
325,6,Girl's Swimwear,Two-Piece,Girl's Swimwear: Two-Piece,5.99,7.28,8.56,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's swimwear two piece,Girl's Swimwear: Two-Piece
326,6,Girl's Undergarments,Bra,Girl's Undergarments: Bra,3.07,3.73,4.38,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's undergarments bra,Girl's Undergarments: Bra
327,6,Girl's Undergarments,Slip: Full,Girl's Undergarments: Slip: Full,4.32,5.25,6.17,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's undergarments slip full,Girl's Undergarments: Slip: Full
328,6,Girl's Undergarments,Slip: Half,Girl's Undergarments: Slip: Half,3.05,3.7,4.35,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's undergarments slip half,Girl's Undergarments: Slip: Half
329,6,Girl's Undergarments,Socks,Girl's Undergarments: Socks,1.46,1.78,2.09,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's undergarments socks,Girl's Undergarments: Socks
330,6,Girl's Undergarments,Thermal Pants,Girl's Undergarments: Thermal Pants,3.26,3.96,4.65,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's undergarments thermal pants,Girl's Undergarments: Thermal Pants
331,6,Girl's Undergarments,Thermal Shirt,Girl's Undergarments: Thermal Shirt,4.06,4.93,5.8,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's undergarments thermal shirt,Girl's Undergarments: Thermal Shirt
332,6,Girl's Undergarments,Underwear,Girl's Undergarments: Underwear,1.71,2.08,2.44,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's undergarments underwear,Girl's Undergarments: Underwear
333,6,Girls' Sleepwear,Lounge Pants,Girls' Sleepwear: Lounge Pants,4.91,5.96,7.01,ItsDeductible 2024,2024-01-01,clothing footwear accessories girls' sleepwear lounge pants,Girls' Sleepwear: Lounge Pants
334,6,Girls' Sleepwear,Nightgown,Girls' Sleepwear: Nightgown,5.99,7.28,8.56,ItsDeductible 2024,2024-01-01,clothing footwear accessories girls' sleepwear nightgown,Girls' Sleepwear: Nightgown
335,6,Girls' Sleepwear,Nightshirt,Girls' Sleepwear: Nightshirt,3.98,4.83,5.68,ItsDeductible 2024,2024-01-01,clothing footwear accessories girls' sleepwear nightshirt,Girls' Sleepwear: Nightshirt
336,6,Girls' Sleepwear,Other,Girls' Sleepwear: Other,6.75,8.2,9.64,ItsDeductible 2024,2024-01-01,clothing footwear accessories girls' sleepwear other,Girls' Sleepwear: Other
337,6,Girls' Sleepwear,Pajama Set,Girls' Sleepwear: Pajama Set,6.04,7.34,8.63,ItsDeductible 2024,2024-01-01,clothing footwear accessories girls' sleepwear pajama set,Girls' Sleepwear: Pajama Set
338,6,Girls' Sleepwear,Robe,Girls' Sleepwear: Robe,6.24,7.58,8.91,ItsDeductible 2024,2024-01-01,clothing footwear accessories girls' sleepwear robe,Girls' Sleepwear: Robe
339,6,Glasses Case,,Glasses Case,2.69,3.27,3.84,ItsDeductible 2024,2024-01-01,clothing footwear accessories glasses case,Glasses Case
340,6,Halloween Ensemble,Adult,Halloween Ensemble: Adult,13.8,16.76,19.72,ItsDeductible 2024,2024-01-01,clothing footwear accessories halloween ensemble adult,Halloween Ensemble: Adult
341,6,Halloween Ensemble,Youth,Halloween Ensemble: Youth,9.23,11.21,13.19,ItsDeductible 2024,2024-01-01,clothing footwear accessories halloween ensemble youth,Halloween Ensemble: Youth
342,6,Halloween Mask,,Halloween Mask,5.75,6.99,8.22,ItsDeductible 2024,2024-01-01,clothing footwear accessories halloween mask,Halloween Mask
343,6,Halloween Wig,,Halloween Wig,5.4,6.56,7.71,ItsDeductible 2024,2024-01-01,clothing footwear accessories halloween wig,Halloween Wig
344,6,Headband,,Headband,4.63,5.62,6.61,ItsDeductible 2024,2024-01-01,clothing footwear accessories headband,Headband
345,6,Infant's Body Suit/Snap Crotch Shirt,,Infant's Body Suit/Snap Crotch Shirt,3.83,4.65,5.47,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's body suit/snap crotch shirt,Infant's Body Suit/Snap Crotch Shirt
346,6,Infant's Dress,,Infant's Dress,5.62,6.83,8.03,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's dress,Infant's Dress
347,6,Infant's Jogging Suit,,Infant's Jogging Suit,5.47,6.65,7.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's jogging suit,Infant's Jogging Suit
348,6,Infant's Onesie,,Infant's Onesie,3.5,4.25,5.0,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's onesie,Infant's Onesie
349,6,Infant's Outfit,One-Piece,Infant's Outfit: One-Piece,4.68,5.68,6.68,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's outfit one piece,Infant's Outfit: One-Piece
350,6,Infant's Outfit,Two-Piece,Infant's Outfit: Two-Piece,4.86,5.9,6.94,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's outfit two piece,Infant's Outfit: Two-Piece
351,6,Infant's Pants,,Infant's Pants,3.67,4.46,5.24,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's pants,Infant's Pants
352,6,Infant's Shirt,,Infant's Shirt,3.12,3.79,4.45,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's shirt,Infant's Shirt
353,6,Infant's Shorts,,Infant's Shorts,3.43,4.17,4.9,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's shorts,Infant's Shorts
354,6,Infant's Skirt,,Infant's Skirt,6.34,7.7,9.06,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's skirt,Infant's Skirt
355,6,Infant's Sleepwear,Footed Pajamas,Infant's Sleepwear: Footed Pajamas,5.48,6.66,7.83,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's sleepwear footed pajamas,Infant's Sleepwear: Footed Pajamas
356,6,Infant's Sleepwear,Gown,Infant's Sleepwear: Gown,5.36,6.51,7.65,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's sleepwear gown,Infant's Sleepwear: Gown
357,6,Infant's Sleepwear,Pajama Set,Infant's Sleepwear: Pajama Set,6.48,7.87,9.26,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's sleepwear pajama set,Infant's Sleepwear: Pajama Set
358,6,Infant's Sweater,,Infant's Sweater,4.19,5.09,5.98,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's sweater,Infant's Sweater
359,6,Infant's Swimsuit,,Infant's Swimsuit,4.8,5.83,6.85,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's swimsuit,Infant's Swimsuit
360,6,Infant's Undergarments,Onesie,Infant's Undergarments: Onesie,3.14,3.82,4.49,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's undergarments onesie,Infant's Undergarments: Onesie
361,6,Infant's Undergarments,Socks,Infant's Undergarments: Socks,2.64,3.21,3.77,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's undergarments socks,Infant's Undergarments: Socks
362,6,Infant's Undergarments,Thermal Pants,Infant's Undergarments: Thermal Pants,6.85,8.32,9.78,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's undergarments thermal pants,Infant's Undergarments: Thermal Pants
363,6,Infant's Undergarments,Thermal Shirt,Infant's Undergarments: Thermal Shirt,2.52,3.06,3.6,ItsDeductible 2024,2024-01-01,clothing footwear accessories infant's undergarments thermal shirt,Infant's Undergarments: Thermal Shirt
364,6,Jacket,Adult,Jacket: Adult,11.93,14.49,17.04,ItsDeductible 2024,2024-01-01,clothing footwear accessories jacket adult,Jacket: Adult
365,6,Jacket,Youth,Jacket: Youth,8.27,10.05,11.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories jacket youth,Jacket: Youth
366,6,Maternity Dress,All Occasion,Maternity Dress: All Occasion,9.55,11.6,13.64,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity dress all occasion,Maternity Dress: All Occasion
367,6,Maternity Dress,Formal,Maternity Dress: Formal,14.1,17.12,20.14,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity dress formal,Maternity Dress: Formal
368,6,Maternity Jogging Suit,,Maternity Jogging Suit,8.76,10.64,12.51,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity jogging suit,Maternity Jogging Suit
369,6,Maternity Pants,Capris,Maternity Pants: Capris,7.05,8.56,10.07,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants capris,Maternity Pants: Capris
370,6,Maternity Pants,Cargo,Maternity Pants: Cargo,6.83,8.29,9.75,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants cargo,Maternity Pants: Cargo
371,6,Maternity Pants,Chinos/Khakis,Maternity Pants: Chinos/Khakis,6.8,8.26,9.71,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants chinos/khakis,Maternity Pants: Chinos/Khakis
372,6,Maternity Pants,Corduroy,Maternity Pants: Corduroy,6.6,8.02,9.43,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants corduroy,Maternity Pants: Corduroy
373,6,Maternity Pants,Dress Slacks,Maternity Pants: Dress Slacks,6.43,7.81,9.18,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants dress slacks,Maternity Pants: Dress Slacks
374,6,Maternity Pants,Jeans/Denim,Maternity Pants: Jeans/Denim,7.11,8.63,10.15,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants jeans/denim,Maternity Pants: Jeans/Denim
375,6,Maternity Pants,Leggings,Maternity Pants: Leggings,5.88,7.14,8.4,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants leggings,Maternity Pants: Leggings
376,6,Maternity Pants,Nylon/Athletic,Maternity Pants: Nylon/Athletic,7.95,9.65,11.35,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants nylon/athletic,Maternity Pants: Nylon/Athletic
377,6,Maternity Pants,Overalls/Coveralls,Maternity Pants: Overalls/Coveralls,8.88,10.79,12.69,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants overalls/coveralls,Maternity Pants: Overalls/Coveralls
378,6,Maternity Pants,Sweatpants/Fleece,Maternity Pants: Sweatpants/Fleece,7.44,9.04,10.63,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity pants sweatpants/fleece,Maternity Pants: Sweatpants/Fleece
379,6,Maternity Shirt,Camisole,Maternity Shirt: Camisole,4.59,5.57,6.55,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt camisole,Maternity Shirt: Camisole
380,6,Maternity Shirt,Dress Shirt,Maternity Shirt: Dress Shirt,5.78,7.02,8.25,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt dress,Maternity Shirt: Dress Shirt
381,6,Maternity Shirt,Flannel,Maternity Shirt: Flannel,4.8,5.83,6.85,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt flannel,Maternity Shirt: Flannel
382,6,Maternity Shirt,Halter,Maternity Shirt: Halter,8.04,9.76,11.48,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt halter,Maternity Shirt: Halter
383,6,Maternity Shirt,Jersey,Maternity Shirt: Jersey,4.75,5.77,6.78,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt jersey,Maternity Shirt: Jersey
384,6,Maternity Shirt,Mock Turtleneck,Maternity Shirt: Mock Turtleneck,5.01,6.09,7.16,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt mock turtleneck,Maternity Shirt: Mock Turtleneck
385,6,Maternity Shirt,Polo,Maternity Shirt: Polo,6.12,7.43,8.74,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt polo,Maternity Shirt: Polo
386,6,Maternity Shirt,Rugby,Maternity Shirt: Rugby,4.9,5.95,7.0,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt rugby,Maternity Shirt: Rugby
387,6,Maternity Shirt,Strapless,Maternity Shirt: Strapless,6.19,7.52,8.84,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt strapless,Maternity Shirt: Strapless
388,6,Maternity Shirt,Sweatshirt/Fleece,Maternity Shirt: Sweatshirt/Fleece,6.04,7.34,8.63,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt sweatshirt/fleece,Maternity Shirt: Sweatshirt/Fleece
389,6,Maternity Shirt,T-Shirt,Maternity Shirt: T-Shirt,4.38,5.32,6.25,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt,Maternity Shirt: T-Shirt
390,6,Maternity Shirt,Tank,Maternity Shirt: Tank,4.47,5.43,6.39,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt tank,Maternity Shirt: Tank
391,6,Maternity Shirt,Turtleneck,Maternity Shirt: Turtleneck,5.06,6.15,7.23,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt turtleneck,Maternity Shirt: Turtleneck
392,6,Maternity Shirt,Work/Uniform,Maternity Shirt: Work/Uniform,6.07,7.37,8.67,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shirt work/uniform,Maternity Shirt: Work/Uniform
393,6,Maternity Shorts,Cargo,Maternity Shorts: Cargo,6.55,7.95,9.35,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shorts cargo,Maternity Shorts: Cargo
394,6,Maternity Shorts,Chinos/Khakis,Maternity Shorts: Chinos/Khakis,6.94,8.43,9.91,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shorts chinos/khakis,Maternity Shorts: Chinos/Khakis
395,6,Maternity Shorts,Jeans/Denim,Maternity Shorts: Jeans/Denim,6.59,8.01,9.42,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shorts jeans/denim,Maternity Shorts: Jeans/Denim
396,6,Maternity Shorts,Nylon/Athletic,Maternity Shorts: Nylon/Athletic,8.67,10.53,12.38,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity shorts nylon/athletic,Maternity Shorts: Nylon/Athletic
397,6,Maternity Skirt,,Maternity Skirt,7.05,8.56,10.07,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity skirt,Maternity Skirt
398,6,Maternity Sleepwear,Nightgown,Maternity Sleepwear: Nightgown,7.26,8.82,10.37,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity sleepwear nightgown,Maternity Sleepwear: Nightgown
399,6,Maternity Sleepwear,Pajama Set,Maternity Sleepwear: Pajama Set,8.6,10.45,12.29,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity sleepwear pajama set,Maternity Sleepwear: Pajama Set
400,6,Maternity Suit,Blazer,Maternity Suit: Blazer,11.17,13.57,15.96,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity suit blazer,Maternity Suit: Blazer
401,6,Maternity Suit,Other,Maternity Suit: Other,15.75,19.13,22.5,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity suit other,Maternity Suit: Other
402,6,Maternity Suit,Pant Suit,Maternity Suit: Pant Suit,14.16,17.2,20.23,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity suit pant,Maternity Suit: Pant Suit
403,6,Maternity Suit,Skirt Suit,Maternity Suit: Skirt Suit,13.15,15.97,18.79,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity suit skirt,Maternity Suit: Skirt Suit
404,6,Maternity Sweater,Cardigan,Maternity Sweater: Cardigan,7.55,9.17,10.78,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity sweater cardigan,Maternity Sweater: Cardigan
405,6,Maternity Sweater,Pullover,Maternity Sweater: Pullover,6.55,7.96,9.36,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity sweater pullover,Maternity Sweater: Pullover
406,6,Maternity Sweater,Vest,Maternity Sweater: Vest,8.09,9.83,11.56,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity sweater vest,Maternity Sweater: Vest
407,6,Maternity Swimwear,Cover Up,Maternity Swimwear: Cover Up,8.74,10.61,12.48,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity swimwear cover up,Maternity Swimwear: Cover Up
408,6,Maternity Swimwear,One-Piece,Maternity Swimwear: One-Piece,8.4,10.2,12.0,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity swimwear one piece,Maternity Swimwear: One-Piece
409,6,Maternity Swimwear,Other,Maternity Swimwear: Other,8.4,10.2,12.0,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity swimwear other,Maternity Swimwear: Other
410,6,Maternity Swimwear,Two-Piece,Maternity Swimwear: Two-Piece,8.13,9.87,11.61,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity swimwear two piece,Maternity Swimwear: Two-Piece
411,6,Maternity Undergarments,Girdle,Maternity Undergarments: Girdle,5.93,7.2,8.47,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity undergarments girdle,Maternity Undergarments: Girdle
412,6,Maternity Undergarments,Nursing Bra,Maternity Undergarments: Nursing Bra,5.56,6.75,7.94,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity undergarments nursing bra,Maternity Undergarments: Nursing Bra
413,6,Maternity Undergarments,Slip: Full,Maternity Undergarments: Slip: Full,6.48,7.87,9.26,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity undergarments slip full,Maternity Undergarments: Slip: Full
414,6,Maternity Undergarments,Slip: Half,Maternity Undergarments: Slip: Half,6.13,7.44,8.75,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity undergarments slip half,Maternity Undergarments: Slip: Half
415,6,Maternity Undergarments,Thermal Pants,Maternity Undergarments: Thermal Pants,5.59,6.79,7.99,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity undergarments thermal pants,Maternity Undergarments: Thermal Pants
416,6,Maternity Undergarments,Thermal Shirt,Maternity Undergarments: Thermal Shirt,5.54,6.73,7.91,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity undergarments thermal shirt,Maternity Undergarments: Thermal Shirt
417,6,Maternity Undergarments,Underwear,Maternity Undergarments: Underwear,3.44,4.18,4.91,ItsDeductible 2024,2024-01-01,clothing footwear accessories maternity undergarments underwear,Maternity Undergarments: Underwear
418,6,Men's Jogging Suit,,Men's Jogging Suit,12.24,14.86,17.48,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's jogging suit,Men's Jogging Suit
419,6,Men's Medical Scrubs,Pants,Men's Medical Scrubs: Pants,8.88,10.78,12.68,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's medical scrubs pants,Men's Medical Scrubs: Pants
420,6,Men's Medical Scrubs,Shirt,Men's Medical Scrubs: Shirt,8.91,10.82,12.73,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's medical scrubs shirt,Men's Medical Scrubs: Shirt
421,6,Men's Pants,Cargo,Men's Pants: Cargo,10.91,13.25,15.59,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants cargo,Men's Pants: Cargo
422,6,Men's Pants,Carpenter,Men's Pants: Carpenter,9.82,11.93,14.03,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants carpenter,Men's Pants: Carpenter
423,6,Men's Pants,Chinos/Khakis,Men's Pants: Chinos/Khakis,8.88,10.78,12.68,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants chinos/khakis,Men's Pants: Chinos/Khakis
424,6,Men's Pants,Corduroy,Men's Pants: Corduroy,9.24,11.22,13.2,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants corduroy,Men's Pants: Corduroy
425,6,Men's Pants,Dress Slacks,Men's Pants: Dress Slacks,8.4,10.2,12.0,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants dress slacks,Men's Pants: Dress Slacks
426,6,Men's Pants,Jeans/Denim,Men's Pants: Jeans/Denim,9.42,11.44,13.45,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants jeans/denim,Men's Pants: Jeans/Denim
427,6,Men's Pants,Nylon/Athletic,Men's Pants: Nylon/Athletic,9.41,11.43,13.44,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants nylon/athletic,Men's Pants: Nylon/Athletic
428,6,Men's Pants,Overalls/Coveralls,Men's Pants: Overalls/Coveralls,16.44,19.96,23.48,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants overalls/coveralls,Men's Pants: Overalls/Coveralls
429,6,Men's Pants,Sweatpants/Fleece,Men's Pants: Sweatpants/Fleece,9.96,12.1,14.23,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's pants sweatpants/fleece,Men's Pants: Sweatpants/Fleece
430,6,Men's Shirt,Dress Shirt,Men's Shirt: Dress Shirt,7.61,9.24,10.87,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt dress,Men's Shirt: Dress Shirt
431,6,Men's Shirt,Flannel,Men's Shirt: Flannel,8.35,10.14,11.93,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt flannel,Men's Shirt: Flannel
432,6,Men's Shirt,Jersey,Men's Shirt: Jersey,6.89,8.37,9.84,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt jersey,Men's Shirt: Jersey
433,6,Men's Shirt,Mock Turtleneck,Men's Shirt: Mock Turtleneck,6.91,8.39,9.87,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt mock turtleneck,Men's Shirt: Mock Turtleneck
434,6,Men's Shirt,Polo,Men's Shirt: Polo,7.14,8.67,10.2,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt polo,Men's Shirt: Polo
435,6,Men's Shirt,Rugby,Men's Shirt: Rugby,8.12,9.86,11.6,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt rugby,Men's Shirt: Rugby
436,6,Men's Shirt,Sweatshirt/Fleece,Men's Shirt: Sweatshirt/Fleece,8.27,10.05,11.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt sweatshirt/fleece,Men's Shirt: Sweatshirt/Fleece
437,6,Men's Shirt,T-Shirt,Men's Shirt: T-Shirt,6.5,7.9,9.29,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt,Men's Shirt: T-Shirt
438,6,Men's Shirt,Tank,Men's Shirt: Tank,6.0,7.29,8.57,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt tank,Men's Shirt: Tank
439,6,Men's Shirt,Turtleneck,Men's Shirt: Turtleneck,7.25,8.81,10.36,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt turtleneck,Men's Shirt: Turtleneck
440,6,Men's Shirt,Work/Uniform,Men's Shirt: Work/Uniform,6.95,8.44,9.93,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shirt work/uniform,Men's Shirt: Work/Uniform
441,6,Men's Shorts,Cargo,Men's Shorts: Cargo,8.41,10.21,12.01,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shorts cargo,Men's Shorts: Cargo
442,6,Men's Shorts,Carpenter,Men's Shorts: Carpenter,8.27,10.04,11.81,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shorts carpenter,Men's Shorts: Carpenter
443,6,Men's Shorts,Chinos/Khakis,Men's Shorts: Chinos/Khakis,8.29,10.07,11.84,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shorts chinos/khakis,Men's Shorts: Chinos/Khakis
444,6,Men's Shorts,Jeans/Denim,Men's Shorts: Jeans/Denim,8.23,9.99,11.75,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shorts jeans/denim,Men's Shorts: Jeans/Denim
445,6,Men's Shorts,Nylon/Athletic,Men's Shorts: Nylon/Athletic,8.78,10.66,12.54,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's shorts nylon/athletic,Men's Shorts: Nylon/Athletic
446,6,Men's Sleepwear,Lounge Pants,Men's Sleepwear: Lounge Pants,6.24,7.58,8.91,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's sleepwear lounge pants,Men's Sleepwear: Lounge Pants
447,6,Men's Sleepwear,Pajama Set,Men's Sleepwear: Pajama Set,8.9,10.81,12.72,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's sleepwear pajama set,Men's Sleepwear: Pajama Set
448,6,Men's Sleepwear,Robe,Men's Sleepwear: Robe,9.58,11.63,13.68,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's sleepwear robe,Men's Sleepwear: Robe
449,6,Men's Suit,Sport Coat,Men's Suit: Sport Coat,18.72,22.73,26.74,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's suit sport coat,Men's Suit: Sport Coat
450,6,Men's Suit,Suit Jacket,Men's Suit: Suit Jacket,19.57,23.76,27.95,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's suit jacket,Men's Suit: Suit Jacket
451,6,Men's Suit,Three-Piece,Men's Suit: Three-Piece,34.26,41.6,48.94,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's suit three piece,Men's Suit: Three-Piece
452,6,Men's Suit,Two-Piece,Men's Suit: Two-Piece,36.11,43.85,51.58,ItsDeductible 2024,2024-01-01,clothing footwear accessories men's suit two piece,Men's Suit: Two-Piece
